Gene Name,Canonical Transcript,GeVIR %,LOEUF %,VIRLoF %,GeVIR AD,LOEUF AD,VIRLoF AD,GeVIR AR,LOEUF AR,VIRLoF AR
WDR86,ENST00000334493,84.8,79.35,85.42,0.29,0.38,0.34,0.47,0.67,0.35
PEX11G,ENST00000221480,84.8,82.65,86.92,0.29,0.34,0.29,0.47,0.5,0.31
CASP4,ENST00000444739,84.81,64.19,77.7,0.29,0.49,0.38,0.47,1.22,0.55
HEG1,ENST00000311127,84.81,29.55,57.06,0.29,1.1,0.52,0.47,1.39,1.71
KIAA1456,ENST00000524591,84.82,96.44,93.33,0.29,0.22,0.13,0.47,0.19,0.15
SLC19A1,ENST00000311124,84.83,66.41,78.88,0.28,0.54,0.39,0.47,1.2,0.52
TSPAN32,ENST00000182290,84.83,50.06,69.63,0.28,0.66,0.44,0.47,1.99,0.95
GLOD5,ENST00000303227,84.84,84.36,87.74,0.28,0.29,0.24,0.47,0.44,0.32
OR51A4,ENST00000380373,84.84,94.93,92.63,0.28,0.23,0.14,0.46,0.23,0.15
ID1IP1,ENST00000336949,84.85,62.96,77.06,0.28,0.51,0.37,0.46,1.31,0.61
GYPC,ENST00000259254,84.85,67.32,79.37,0.28,0.56,0.39,0.46,1.2,0.52
ACSBG2,ENST00000586696,84.86,48.72,68.79,0.28,0.63,0.46,0.46,1.99,1.05
SPDYE4,ENST00000328794,84.86,46.32,67.39,0.28,0.73,0.52,0.46,2.03,1.15
RP11-113D6.10,ENST00000340135,84.87,90.1,90.55,0.28,0.25,0.15,0.46,0.37,0.21
ZCCHC5,ENST00000321110,84.87,92.95,91.74,0.28,0.29,0.14,0.46,0.3,0.18
CLEC4D,ENST00000299665,84.88,82.81,87.04,0.28,0.32,0.28,0.46,0.5,0.3
CGB1,ENST00000301407,84.88,88.85,89.95,0.28,0.25,0.18,0.46,0.35,0.23
TAS2R3,ENST00000247879,84.89,87.89,89.52,0.28,0.24,0.18,0.46,0.38,0.23
XAF1,ENST00000361842,84.89,86.83,88.96,0.28,0.23,0.19,0.46,0.4,0.28
SERPINA1,ENST00000448921,84.9,86.2,88.67,0.28,0.27,0.2,0.46,0.42,0.28
C2orf27A,ENST00000355171,84.9,89.64,90.32,0.28,0.27,0.15,0.46,0.36,0.21
ROH9,ENST00000367759,84.91,53.66,71.89,0.28,0.63,0.44,0.46,1.7,0.82
OXT,ENST00000217386,84.91,38.79,62.81,0.28,0.7,0.48,0.46,1.66,1.39
PLEKHJ1,ENST00000589097,84.92,56.73,73.61,0.28,0.53,0.4,0.46,1.56,0.74
CTU2,ENST00000453996,84.92,78.22,84.92,0.28,0.43,0.34,0.46,0.74,0.4
COA6,ENST00000366613,84.93,76.42,83.97,0.28,0.44,0.35,0.46,0.85,0.43
OR8B2,ENST00000375013,84.93,95.23,92.84,0.28,0.23,0.14,0.46,0.21,0.15
UPK3BL,ENST00000340457,84.94,92.34,91.51,0.28,0.25,0.15,0.46,0.3,0.18
BTN2A1,ENST00000312541,84.94,92.82,91.7,0.28,0.29,0.14,0.46,0.3,0.18
CHADL,ENST00000216241,84.95,65.01,78.24,0.28,0.51,0.37,0.46,1.24,0.55
TP53I13,ENST00000301057,84.95,52.22,70.98,0.28,0.62,0.43,0.46,1.84,0.85
OR51H1P,ENST00000322059,84.96,66.75,79.18,0.28,0.56,0.38,0.46,1.22,0.54
IQCE,ENST00000402050,84.96,82.43,86.86,0.28,0.34,0.29,0.46,0.52,0.31
RNASE8,ENST00000308227,84.97,97.68,94.1,0.28,0.21,0.09,0.46,0.19,0.12
FOXR2,ENST00000339140,84.97,95.7,93.07,0.28,0.23,0.14,0.46,0.2,0.15
LOR,ENST00000368742,84.98,61.54,76.37,0.28,0.54,0.35,0.46,1.41,0.61
TRIM43,ENST00000272395,84.99,43.94,66.13,0.28,0.61,0.52,0.46,1.97,1.2
FCGR3A,ENST00000367969,84.99,82.48,86.93,0.28,0.34,0.29,0.46,0.52,0.31
NMB,ENST00000394588,85,79.24,85.49,0.28,0.39,0.33,0.46,0.67,0.35
LYL1,ENST00000264824,85,31.96,58.55,0.28,0.92,0.51,0.46,1.48,1.65
C1orf213,ENST00000335648,85.01,91.38,91.15,0.28,0.23,0.15,0.46,0.33,0.18
HIST2H3PS2,ENST00000392948,85.01,95.32,92.91,0.28,0.24,0.14,0.46,0.21,0.15
URAD,ENST00000332715,85.02,93.98,92.13,0.28,0.25,0.14,0.46,0.26,0.16
UVSSA,ENST00000389851,85.02,78.84,85.28,0.28,0.42,0.34,0.46,0.71,0.36
AQP12A,ENST00000337801,85.03,82.53,86.97,0.28,0.34,0.28,0.46,0.51,0.3
C6orf132,ENST00000341865,85.03,47.52,68.27,0.28,0.62,0.52,0.46,2.02,1.07
SPINT4,ENST00000279058,85.04,76.54,84.04,0.28,0.42,0.35,0.46,0.83,0.42
KRTAP9-6,ENST00000391355,85.04,93.82,92.1,0.28,0.27,0.14,0.46,0.26,0.16
KLC3,ENST00000391946,85.05,68.22,79.98,0.28,0.52,0.35,0.46,1.21,0.52
VPS37D,ENST00000324941,85.05,16.64,49.81,0.28,1.73,0.65,0.46,0.71,1.89
RETNLB,ENST00000295755,85.06,87.91,89.63,0.28,0.25,0.18,0.46,0.37,0.23
CCD1,ENST00000376191,85.06,90.01,90.61,0.28,0.25,0.15,0.46,0.37,0.2
DNAH14,ENST00000400952,85.07,79.78,85.75,0.28,0.35,0.33,0.46,0.63,0.33
ZNF564,ENST00000339282,85.07,58.13,74.52,0.28,0.53,0.4,0.46,1.46,0.69
LST1,ENST00000376093,85.08,93.24,91.92,0.28,0.28,0.14,0.46,0.3,0.17
ZNF257,ENST00000594947,85.08,79.63,85.67,0.28,0.37,0.33,0.46,0.66,0.34
POM121C,ENST00000453279,85.09,60.59,75.85,0.28,0.53,0.38,0.46,1.41,0.63
TMEM231,ENST00000568377,85.09,69.65,80.69,0.28,0.53,0.39,0.46,1.12,0.52
C16orf89,ENST00000315997,85.1,85.13,88.3,0.28,0.25,0.22,0.46,0.45,0.3
PKIB,ENST00000258014,85.1,86.44,88.9,0.28,0.24,0.19,0.46,0.42,0.28
CD1B,ENST00000368168,85.11,72.83,82.37,0.28,0.49,0.33,0.46,1.04,0.44
KLLN,ENST00000445946,85.11,94.31,92.4,0.28,0.24,0.14,0.46,0.25,0.15
NEU4,ENST00000325935,85.12,82.48,86.99,0.28,0.34,0.28,0.46,0.52,0.3
ZNF177,ENST00000434737,85.12,61.86,76.58,0.28,0.57,0.37,0.46,1.35,0.61
GIMAP1,ENST00000307194,85.13,85.81,88.59,0.28,0.28,0.22,0.46,0.44,0.28
HBZ,ENST00000252951,85.14,94.16,92.33,0.28,0.25,0.14,0.46,0.25,0.15
HTR3E,ENST00000440596,85.14,84.07,87.76,0.28,0.27,0.24,0.46,0.45,0.32
FAM71B,ENST00000302938,85.15,71.65,81.78,0.28,0.53,0.37,0.46,1.07,0.47
TSPAN10,ENST00000328585,85.15,90.19,90.74,0.28,0.25,0.15,0.46,0.38,0.2
GALNTL5,ENST00000392800,85.16,84.49,87.98,0.28,0.29,0.24,0.46,0.44,0.32
ZSCAN10,ENST00000252463,85.16,41.21,64.49,0.28,0.61,0.51,0.46,1.83,1.33
OR2T7,ENST00000460972,85.17,91.02,91.05,0.28,0.25,0.15,0.46,0.36,0.2
TAS2R5,ENST00000247883,85.17,82.31,86.94,0.28,0.34,0.29,0.46,0.53,0.31
CD320,ENST00000301458,85.18,69.01,80.4,0.28,0.54,0.38,0.46,1.15,0.5
OR4A16,ENST00000314721,85.18,92.39,91.62,0.28,0.25,0.14,0.46,0.3,0.18
DPP7,ENST00000371579,85.19,79.18,85.52,0.28,0.39,0.33,0.46,0.69,0.35
FAM103A1,ENST00000304191,85.19,73.54,82.76,0.28,0.53,0.32,0.47,1.03,0.42
CCDC74B,ENST00000310463,85.2,77.18,84.53,0.28,0.43,0.33,0.47,0.78,0.39
CCDC15,ENST00000344762,85.2,57.48,74.2,0.28,0.56,0.39,0.47,1.48,0.69
EGFL7,ENST00000371699,85.21,94.71,92.72,0.28,0.23,0.14,0.47,0.24,0.15
TMEM261,ENST00000358227,85.21,93.99,92.28,0.28,0.25,0.14,0.47,0.26,0.15
C2orf54,ENST00000388934,85.22,79.77,85.8,0.28,0.37,0.33,0.47,0.64,0.33
ZP4,ENST00000366570,85.22,71.62,81.81,0.28,0.53,0.37,0.47,1.07,0.46
KIF26A,ENST00000423312,85.23,18.03,50.67,0.28,1.52,0.66,0.47,0.74,1.85
GTF2IRD2,ENST00000405086,85.23,67.55,79.68,0.28,0.53,0.38,0.47,1.2,0.53
AADACL2,ENST00000356517,85.24,84.81,88.19,0.28,0.27,0.23,0.47,0.42,0.3
SPATA2L,ENST00000289805,85.24,45.69,67.28,0.28,0.75,0.52,0.47,2.01,1.15
SLAMF7,ENST00000368043,85.25,39.57,63.61,0.28,0.68,0.49,0.47,1.65,1.39
HIST1H4F,ENST00000377745,85.25,90.59,90.95,0.28,0.25,0.15,0.47,0.37,0.2
OVCH1,ENST00000318184,85.26,68.23,80.08,0.28,0.52,0.35,0.47,1.21,0.52
OR8H2,ENST00000313503,85.26,93.77,92.19,0.28,0.27,0.14,0.47,0.26,0.16
FCER2,ENST00000346664,85.27,70.96,81.47,0.28,0.49,0.35,0.47,1.05,0.48
DPPA2,ENST00000478945,85.27,76.48,84.14,0.28,0.42,0.34,0.47,0.84,0.42
KRBA1,ENST00000255992,85.28,58.52,74.8,0.28,0.54,0.39,0.47,1.39,0.66
FAM86C1,ENST00000359244,85.28,96.45,93.64,0.28,0.22,0.13,0.47,0.19,0.15
NLRP12,ENST00000324134,85.29,74.05,83.03,0.28,0.53,0.3,0.47,1.03,0.4
GPIHBP1,ENST00000330824,85.3,57.67,74.36,0.28,0.56,0.4,0.47,1.48,0.7
SYCN,ENST00000318438,85.3,92.39,91.66,0.28,0.25,0.14,0.47,0.3,0.18
TCN1,ENST00000257264,85.31,84.25,87.91,0.28,0.28,0.24,0.47,0.44,0.32
WDR90,ENST00000293879,85.31,69.88,80.95,0.28,0.54,0.39,0.47,1.15,0.5
CCDC105,ENST00000292574,85.32,64.26,77.95,0.28,0.49,0.38,0.47,1.2,0.54
C12orf52,ENST00000548278,85.32,84.76,88.2,0.28,0.27,0.23,0.47,0.42,0.3
C19orf26,ENST00000590083,85.33,24.04,54.2,0.28,1.37,0.59,0.47,0.96,1.74
FAM203A,ENST00000347708,85.33,91.27,91.23,0.28,0.23,0.15,0.47,0.34,0.18
KRTAP12-3,ENST00000397907,85.34,99.91,95.24,0.28,0.17,0.08,0.47,0.1,0.1
OR5H1,ENST00000354565,85.34,92.29,91.64,0.28,0.25,0.14,0.47,0.3,0.18
GCSAM,ENST00000484193,85.35,57.54,74.31,0.28,0.57,0.4,0.47,1.47,0.7
KRTAP5-10,ENST00000398531,85.35,97.37,94.11,0.28,0.22,0.09,0.47,0.19,0.12
TSR3,ENST00000007390,85.36,64.38,78.11,0.28,0.49,0.39,0.47,1.22,0.55
C6orf15,ENST00000259870,85.36,68.16,80.1,0.28,0.52,0.35,0.47,1.22,0.52
CCR10,ENST00000332438,85.37,73.08,82.62,0.28,0.53,0.32,0.47,1.02,0.43
KRTAP10-11,ENST00000334670,85.37,72.82,82.51,0.28,0.49,0.33,0.47,1.04,0.43
ZIM3,ENST00000269834,85.38,77.72,84.9,0.28,0.42,0.34,0.47,0.79,0.4
DHRS4L2,ENST00000335125,85.38,82.61,87.16,0.28,0.34,0.28,0.47,0.5,0.3
LCE2D,ENST00000368784,85.39,94.02,92.39,0.28,0.25,0.14,0.47,0.26,0.15
AMH,ENST00000221496,85.39,86.08,88.87,0.28,0.27,0.19,0.47,0.44,0.28
RSL1D1,ENST00000571133,85.4,52.64,71.54,0.28,0.68,0.44,0.47,1.81,0.83
OR4F5,ENST00000335137,85.4,91.19,91.23,0.28,0.23,0.15,0.47,0.35,0.18
OR52E6,ENST00000329322,85.41,81.43,86.62,0.28,0.33,0.3,0.47,0.54,0.33
DYNAP,ENST00000321600,85.41,86.89,89.26,0.28,0.22,0.19,0.47,0.41,0.25
LRRC43,ENST00000339777,85.42,66.16,79.1,0.28,0.53,0.39,0.47,1.2,0.53
C11orf83,ENST00000531323,85.42,90.66,91,0.28,0.25,0.15,0.47,0.36,0.2
TPRX2P,ENST00000535362,85.43,81.33,86.58,0.28,0.33,0.3,0.47,0.54,0.33
SPTSSA,ENST00000298130,85.43,47.95,68.71,0.28,0.59,0.46,0.47,1.99,1.05
IRF7,ENST00000397566,85.44,82.23,87.04,0.28,0.34,0.28,0.47,0.52,0.3
DNMT3L,ENST00000270172,85.44,71.37,81.79,0.28,0.53,0.37,0.47,1.05,0.47
TEX29,ENST00000283547,85.45,84.52,88.14,0.28,0.29,0.23,0.47,0.43,0.3
C14orf178,ENST00000355883,85.46,96.36,93.67,0.28,0.22,0.11,0.47,0.19,0.15
OR2A4,ENST00000315453,85.46,90.73,91.04,0.28,0.25,0.15,0.47,0.35,0.2
CXorf40B,ENST00000370406,85.47,94.09,92.48,0.28,0.25,0.14,0.47,0.26,0.15
C12orf76,ENST00000309050,85.47,96.05,93.51,0.28,0.21,0.11,0.47,0.2,0.15
KRTAP13-3,ENST00000390690,85.48,94.1,92.51,0.28,0.25,0.14,0.47,0.26,0.15
ZNRF4,ENST00000222033,85.48,77.55,84.88,0.28,0.42,0.34,0.47,0.79,0.4
AMZ1,ENST00000312371,85.49,95.4,93.19,0.28,0.24,0.14,0.47,0.21,0.15
CYP4A22,ENST00000371891,85.49,93.49,92.15,0.28,0.28,0.14,0.47,0.28,0.16
IFIT1B,ENST00000371809,85.5,93.97,92.43,0.28,0.25,0.14,0.47,0.26,0.15
FANCA,ENST00000389301,85.5,76.18,84.1,0.28,0.43,0.34,0.47,0.86,0.42
KRTAP5-11,ENST00000398530,85.51,87.95,89.82,0.28,0.25,0.18,0.47,0.37,0.23
S100P,ENST00000296370,85.51,89.8,90.74,0.28,0.27,0.15,0.47,0.37,0.2
CYP2C8,ENST00000371270,85.52,93.42,92.12,0.28,0.28,0.14,0.47,0.28,0.16
DEFB110,ENST00000371148,85.52,94.95,92.99,0.28,0.23,0.14,0.47,0.21,0.15
APBA3,ENST00000316757,85.53,69.14,80.65,0.28,0.56,0.39,0.47,1.12,0.51
TMEM92,ENST00000300433,85.53,75.25,83.78,0.28,0.49,0.34,0.47,0.9,0.41
CTSG,ENST00000216336,85.54,74.37,83.31,0.28,0.53,0.32,0.46,1,0.4
C1orf173,ENST00000326665,85.54,71.33,81.8,0.28,0.53,0.37,0.46,1.06,0.47
CCDC74A,ENST00000295171,85.55,91.16,91.28,0.28,0.24,0.15,0.46,0.35,0.18
HDHD1,ENST00000424830,85.55,47.45,68.47,0.28,0.65,0.47,0.46,2.02,1.06
ICAM4,ENST00000340992,85.56,87.47,89.65,0.28,0.23,0.18,0.46,0.39,0.23
DRD4,ENST00000176183,85.56,93.12,92.05,0.28,0.28,0.14,0.46,0.3,0.16
ZNF831,ENST00000371030,85.57,38.57,63.15,0.28,0.72,0.49,0.46,1.67,1.37
EBI3,ENST00000221847,85.57,46.1,67.68,0.28,0.75,0.52,0.46,2.03,1.13
PODNL1,ENST00000339560,85.58,83.32,87.59,0.28,0.27,0.27,0.46,0.48,0.31
GTF2H2,ENST00000330280,85.58,75.76,83.96,0.28,0.43,0.35,0.46,0.88,0.43
CD1E,ENST00000368167,85.59,86.23,89.03,0.28,0.27,0.19,0.46,0.43,0.26
LY6G6E,ENST00000383418,85.59,96.07,93.59,0.28,0.21,0.13,0.46,0.2,0.15
C1orf227,ENST00000332912,85.6,80.49,86.27,0.28,0.37,0.33,0.46,0.58,0.33
ODF3L2,ENST00000315489,85.61,75.83,83.99,0.28,0.43,0.35,0.46,0.88,0.42
LYZL2,ENST00000375318,85.61,87.23,89.55,0.28,0.2,0.18,0.46,0.41,0.23
OR13C2,ENST00000542196,85.62,85.2,88.52,0.28,0.25,0.22,0.46,0.45,0.28
ADIRF,ENST00000372013,85.62,89.36,90.56,0.28,0.27,0.15,0.46,0.37,0.21
FAM122C,ENST00000370784,85.63,77.97,85.16,0.28,0.42,0.33,0.46,0.79,0.37
HSD17B2,ENST00000199936,85.63,86.22,89.04,0.28,0.27,0.19,0.46,0.42,0.26
UGT2B11,ENST00000446444,85.64,83.44,87.7,0.28,0.27,0.24,0.46,0.47,0.31
KRTAP19-5,ENST00000334151,85.64,99.65,95.43,0.28,0.17,0.08,0.46,0.12,0.11
EIOB,ENST00000412554,85.65,76.9,84.62,0.27,0.43,0.34,0.46,0.79,0.4
GGN,ENST00000334928,85.65,46.79,68.21,0.27,0.72,0.51,0.46,1.97,1.08
SLC38A10,ENST00000374759,85.66,46.7,68.17,0.27,0.73,0.49,0.46,1.97,1.08
FAM189A1,ENST00000261275,85.66,38.62,63.24,0.27,0.72,0.49,0.46,1.66,1.36
IZUMO3,ENST00000543880,85.67,86.82,89.35,0.27,0.23,0.18,0.46,0.4,0.24
AC006486.1,ENST00000378108,85.67,90.65,91.11,0.27,0.25,0.15,0.46,0.36,0.2
RAB40AL,ENST00000218249,85.68,92.01,91.65,0.27,0.24,0.14,0.46,0.33,0.18
TIF3,ENST00000381116,85.68,82.86,87.44,0.27,0.32,0.28,0.46,0.49,0.31
NKD2,ENST00000296849,85.69,67.12,79.69,0.27,0.54,0.38,0.46,1.22,0.53
AHSG,ENST00000411641,85.69,85.66,88.77,0.27,0.27,0.19,0.46,0.44,0.28
RGPD4,ENST00000408999,85.7,92.81,91.98,0.27,0.29,0.14,0.46,0.3,0.16
PATL2,ENST00000434130,85.7,55.5,73.41,0.27,0.57,0.42,0.46,1.61,0.77
C1orf228,ENST00000458657,85.71,48.94,69.51,0.27,0.65,0.44,0.46,2.04,0.97
KRTAP4-2,ENST00000377726,85.71,96.68,93.97,0.27,0.23,0.09,0.46,0.2,0.11
CCDC8,ENST00000307522,85.72,46.08,67.79,0.27,0.76,0.51,0.46,2.03,1.12
CASP12,ENST00000422698,85.72,61.59,76.79,0.27,0.54,0.35,0.45,1.41,0.61
APK15,ENST00000338033,85.73,81.06,86.61,0.27,0.35,0.3,0.45,0.55,0.33
AGIX,ENST00000412696,85.73,92.32,91.83,0.27,0.25,0.14,0.45,0.3,0.17
FAM207A,ENST00000291634,85.74,52.28,71.53,0.27,0.62,0.44,0.45,1.84,0.84
WBP2NL,ENST00000328823,85.74,82.35,87.22,0.27,0.34,0.28,0.45,0.52,0.31
CGB7,ENST00000597853,85.75,94.3,92.77,0.27,0.24,0.14,0.45,0.25,0.15
FAAH2,ENST00000374900,85.75,96.45,93.86,0.27,0.22,0.1,0.45,0.19,0.12
IGLL1,ENST00000330377,85.76,77.83,85.11,0.27,0.42,0.33,0.45,0.79,0.38
UFSP1,ENST00000388761,85.77,91.92,91.66,0.27,0.23,0.14,0.45,0.32,0.18
OR5AK2,ENST00000326855,85.77,86.19,89.1,0.27,0.27,0.19,0.45,0.42,0.26
C9orf96,ENST00000371957,85.78,73.13,82.84,0.27,0.53,0.32,0.45,1.02,0.42
IBSP,ENST00000226284,85.78,78.68,85.59,0.27,0.4,0.32,0.45,0.74,0.35
SSC5D,ENST00000389623,85.79,62.78,77.5,0.27,0.51,0.35,0.45,1.31,0.57
CYP26C1,ENST00000285949,85.79,46.87,68.3,0.27,0.71,0.51,0.45,1.96,1.07
YL5,ENST00000400159,85.8,96.92,94.1,0.27,0.23,0.09,0.45,0.19,0.12
RP11-683L23.1,ENST00000308911,85.8,92.67,91.98,0.27,0.29,0.14,0.45,0.31,0.16
PATE2,ENST00000358524,85.81,86.58,89.31,0.27,0.24,0.18,0.45,0.41,0.25
SAMD11,ENST00000342066,85.81,62.46,77.27,0.27,0.53,0.35,0.45,1.31,0.58
CPZ,ENST00000360986,85.82,97.19,94.24,0.27,0.24,0.1,0.45,0.19,0.12
RPS34,ENST00000397375,85.82,87.05,89.55,0.27,0.22,0.18,0.45,0.4,0.23
C1orf115,ENST00000294889,85.83,88.5,90.21,0.27,0.23,0.18,0.45,0.36,0.21
KRTAP4-16P,ENST00000440582,85.83,99.83,95.63,0.27,0.17,0.08,0.45,0.11,0.11
COMT,ENST00000361682,85.84,81.5,86.83,0.27,0.33,0.29,0.45,0.54,0.32
DCAF8L2,ENST00000451261,85.84,24.19,54.6,0.27,1.33,0.56,0.45,0.98,1.74
OR4C15,ENST00000314644,85.85,96.95,94.16,0.27,0.24,0.09,0.45,0.19,0.12
REG1B,ENST00000305089,85.85,83.85,88.01,0.27,0.28,0.24,0.45,0.47,0.31
ISG15,ENST00000379389,85.86,87.25,89.66,0.27,0.22,0.18,0.45,0.41,0.23
SLFN5,ENST00000299977,85.86,73.41,82.98,0.27,0.54,0.32,0.45,1.03,0.4
IFNA8,ENST00000380205,85.87,99.08,95.03,0.27,0.15,0.09,0.45,0.14,0.1
HIST1H4B,ENST00000377364,85.87,95.86,93.63,0.27,0.22,0.13,0.45,0.2,0.15
KRTAP4-9,ENST00000391415,85.88,95.52,93.44,0.27,0.23,0.11,0.45,0.21,0.15
LDLRAD2,ENST00000344642,85.88,62.67,77.48,0.27,0.51,0.35,0.45,1.31,0.57
NCR3LG1,ENST00000338965,85.89,62.47,77.34,0.27,0.53,0.35,0.45,1.31,0.58
APOC3,ENST00000227667,85.89,89.01,90.52,0.27,0.27,0.14,0.45,0.35,0.21
KRTAP19-8,ENST00000382822,85.9,98.2,94.87,0.27,0.2,0.09,0.45,0.15,0.11
RHNO1,ENST00000489288,85.9,76.42,84.52,0.27,0.44,0.33,0.45,0.85,0.4
ANKRD53,ENST00000360589,85.91,74.82,83.75,0.27,0.53,0.34,0.45,0.95,0.41
ZNF557,ENST00000414706,85.91,50.07,70.24,0.27,0.67,0.43,0.45,1.99,0.91
ANKUB1,ENST00000446160,85.92,63.44,77.89,0.27,0.49,0.38,0.45,1.27,0.54
TNFRSF6B,ENST00000369996,85.93,87.76,89.92,0.27,0.24,0.18,0.44,0.37,0.23
OGFR,ENST00000290291,85.93,37.34,62.47,0.25,0.76,0.48,0.44,1.65,1.4
ZNF414,ENST00000393927,85.94,37.57,62.67,0.25,0.8,0.51,0.44,1.69,1.39
C19orf52,ENST00000270502,85.94,85.54,88.88,0.25,0.27,0.19,0.44,0.44,0.28
EMC10,ENST00000334976,85.95,81.64,86.99,0.25,0.33,0.28,0.44,0.52,0.3
ZNF784,ENST00000325351,85.95,26.44,55.85,0.25,1.16,0.51,0.44,1.1,1.75
TRAM1L1,ENST00000310754,85.96,75.02,83.85,0.25,0.52,0.34,0.44,0.92,0.42
CLEC11A,ENST00000250340,85.96,61.74,76.98,0.25,0.57,0.37,0.44,1.37,0.61
CHIC1,ENST00000373502,85.97,24.55,54.83,0.25,1.3,0.53,0.44,1.04,1.74
REG3G,ENST00000272324,85.97,89.62,90.87,0.25,0.27,0.15,0.44,0.37,0.2
RNF39,ENST00000244360,85.98,66.15,79.35,0.25,0.53,0.39,0.44,1.2,0.54
SOX8,ENST00000293894,85.98,26.17,55.76,0.25,1.19,0.52,0.44,1.08,1.74
ABCA10,ENST00000269081,85.99,53.21,72.29,0.25,0.66,0.43,0.44,1.75,0.81
SLC25A41,ENST00000321510,85.99,79.14,85.86,0.25,0.39,0.33,0.44,0.69,0.33
PEBP4,ENST00000256404,86,76.6,84.63,0.25,0.42,0.34,0.44,0.83,0.4
CAMP,ENST00000296435,86,74.79,83.79,0.25,0.53,0.34,0.44,0.95,0.41
HIST1H1A,ENST00000244573,86.01,97.42,94.45,0.25,0.22,0.1,0.44,0.19,0.12
GHRH,ENST00000373614,86.01,60.01,76.01,0.25,0.53,0.38,0.44,1.37,0.62
TPSD1,ENST00000211076,86.02,91.05,91.44,0.25,0.25,0.15,0.44,0.36,0.18
SLC35E2,ENST00000246421,86.02,85.39,88.82,0.25,0.25,0.19,0.44,0.45,0.28
TSPAN19,ENST00000532498,86.03,90.55,91.22,0.25,0.25,0.15,0.44,0.37,0.18
KIAA0125,ENST00000429431,86.03,86.53,89.4,0.25,0.24,0.18,0.44,0.42,0.24
FRG2B,ENST00000425520,86.04,82.73,87.52,0.25,0.33,0.28,0.44,0.5,0.3
SNAPC2,ENST00000221573,86.04,47.4,68.74,0.25,0.66,0.46,0.44,2.01,1.05
C3orf52,ENST00000431717,86.05,89.73,90.93,0.25,0.27,0.15,0.43,0.37,0.2
ROH6,ENST00000398882,86.05,71.78,82.28,0.25,0.51,0.34,0.43,1.07,0.45
IFNGR1,ENST00000367739,86.06,35.51,61.48,0.25,0.77,0.44,0.43,1.57,1.47
C10orf99,ENST00000372126,86.06,82.73,87.54,0.25,0.33,0.28,0.43,0.5,0.3
WFDC10A,ENST00000372643,86.07,95.89,93.78,0.25,0.22,0.1,0.43,0.2,0.13
UMODL1,ENST00000408989,86.08,62.41,77.44,0.25,0.52,0.35,0.43,1.32,0.58
TMPRSS11B,ENST00000332644,86.08,85.77,89.04,0.25,0.27,0.19,0.43,0.44,0.26
C12orf71,ENST00000429849,86.09,86.29,89.29,0.25,0.25,0.19,0.43,0.43,0.25
ELANE,ENST00000590230,86.09,61.1,76.69,0.25,0.53,0.34,0.43,1.39,0.6
TERFD2,ENST00000391980,86.1,63.59,78.04,0.25,0.51,0.39,0.42,1.24,0.54
CES3,ENST00000303334,86.1,65.18,78.93,0.25,0.51,0.39,0.42,1.24,0.52
KRTAP10-9,ENST00000397911,86.11,88.41,90.3,0.25,0.23,0.15,0.42,0.37,0.21
CYP2A7,ENST00000301146,86.11,80.93,86.71,0.25,0.35,0.3,0.42,0.57,0.32
ALPPL2,ENST00000295453,86.12,78.07,85.45,0.25,0.43,0.33,0.42,0.74,0.35
AADACL3,ENST00000359318,86.12,85.42,88.91,0.25,0.25,0.19,0.42,0.45,0.28
ALPK2,ENST00000361673,86.13,42.89,66.19,0.25,0.62,0.52,0.42,1.91,1.2
KRTAP10-7,ENST00000380102,86.13,71.36,82.11,0.25,0.53,0.35,0.42,1.05,0.46
C1orf159,ENST00000421241,86.14,71.07,81.98,0.25,0.49,0.37,0.42,1.07,0.47
EFCAB4A,ENST00000450448,86.14,86.24,89.3,0.25,0.27,0.19,0.42,0.43,0.25
C17orf99,ENST00000340363,86.15,44.17,66.88,0.25,0.61,0.53,0.42,1.95,1.2
ZNF788,ENST00000596883,86.15,85.6,88.99,0.25,0.27,0.19,0.42,0.44,0.27
OR5H15,ENST00000356526,86.16,97.09,94.39,0.25,0.24,0.1,0.42,0.19,0.12
OR5V1,ENST00000377154,86.16,84.71,88.55,0.25,0.27,0.22,0.42,0.42,0.28
TMEM155,ENST00000337677,86.17,89.12,90.69,0.25,0.27,0.15,0.42,0.35,0.2
FAM69C,ENST00000343998,86.17,91.81,91.81,0.25,0.23,0.14,0.42,0.32,0.18
DNAAF1,ENST00000378553,86.18,55.89,73.79,0.25,0.51,0.42,0.42,1.56,0.71
SAA4,ENST00000278222,86.18,87.59,89.97,0.25,0.23,0.18,0.42,0.37,0.23
AREGB,ENST00000380846,86.19,62.92,77.75,0.25,0.51,0.38,0.42,1.31,0.55
ADAMTSL5,ENST00000330475,86.19,63.46,78.02,0.25,0.49,0.38,0.42,1.25,0.54
OR7A17,ENST00000327462,86.2,92,91.87,0.25,0.23,0.14,0.42,0.33,0.17
SPAG11A,ENST00000326558,86.2,94.47,93.08,0.25,0.23,0.14,0.42,0.24,0.15
OR5H14,ENST00000437310,86.21,96.08,93.88,0.25,0.21,0.09,0.42,0.2,0.11
FSD12,ENST00000398558,86.21,74.39,83.69,0.25,0.53,0.34,0.42,1,0.4
RP11-389E17.1,ENST00000507870,86.22,90.8,91.4,0.25,0.25,0.15,0.42,0.35,0.18
PROSER2,ENST00000277570,86.22,83.81,88.17,0.25,0.27,0.23,0.42,0.47,0.3
